word	c5	lemma	pos
was	VBD	be	VERB
solely	AV0	solely	ADV
because	CJS	because	CONJ
he	PNP	he	PRON
had	VHD	have	VERB
met	VVN	meet	VERB
pro-North	AJ0	pro-north	ADJ
Korean	AJ0	korean	ADJ
people	NN0	people	SUBST
in	PRP	in	PREP
Japan	NP0	japan	SUBST
and	CJC	and	CONJ
claimed	VVD	claim	VERB
that	CJT	that	CONJ
he	PNP	he	PRON
had	VHD	have	VERB
acted	VVN	act	VERB
on	PRP	on	PREP
North	NP0	north	SUBST
Korean	AJ0	korean	ADJ
orders	NN2	order	SUBST
to	TO0	to	PREP
collect	VVI	collect	VERB
documents	NN2	document	SUBST
on	PRP	on	PREP
South	NP0	south	SUBST
Korean	AJ0	korean	ADJ
opposition	NN1	opposition	SUBST
groups	NN2	group	SUBST
,	PUN	,	PUN
and	CJC	and	CONJ
to	TO0	to	PREP
infiltrate	VVI	infiltrate	VERB
dissent	NN1-VVB	dissent	SUBST
groups	NN2	group	SUBST
in	PRP	in	PREP
order	NN1	order	SUBST
to	TO0	to	PREP
create	VVI	create	VERB
social	AJ0	social	ADJ
unrest	NN1	unrest	SUBST
.	PUN	.	PUN

# sentence 424, Texts/A/A0/A03.xml
They	PNP	they	PRON
also	AV0	also	ADV
stated	VVD	state	VERB
that	CJT	that	CONJ
he	PNP	he	PRON
had	VHD	have	VERB
received	VVN	receive	VERB
funds	NN2	fund	SUBST
from	PRP	from	PREP
North	NP0	north	SUBST
Korea	NP0	korea	SUBST
.	PUN	.	PUN

# sentence 425, Texts/A/A0/A03.xml
AI	NN1	ai	SUBST
had	VHD	have	VERB
reviewed	VVN	review	VERB
these	DT0	these	ADJ
accusations	NN2	accusation	SUBST
,	PUN	,	PUN
but	CJC	but	CONJ
had	VHD	have	VERB
found	VVN	find	VERB
them	PNP	they	PRON
unsubstantiated	AJ0	unsubstantiated	ADJ
.	PUN	.	PUN

# sentence 426, Texts/A/A0/A03.xml
Father	NP0	father	SUBST
Thadeus	NP0	thadeus	SUBST
Nguyen	NP0	nguyen	SUBST
Van	NP0	van	SUBST
Ly	NP0	ly	SUBST
,	PUN	,	PUN
a	AT0	a	ART
Roman	AJ0	roman	ADJ
Catholic	AJ0-NN1	catholic	ADJ
priest	NN1	priest	SUBST
in	PRP	in	PREP
Viet	NP0	viet	SUBST
Nam	NP0	nam	SUBST
,	PUN	,	PUN
was	VBD	be	VERB
arrested	VVN	arrest	VERB
in	PRP	in	PREP
May	NP0	may	SUBST
1983	CRD	1983	ADJ
after	PRP	after	PREP
trying	VVG	try	VERB
to	TO0	to	PREP
organize	VVI	organize	VERB
an	AT0	an	ART
unauthorized	AJ0	unauthorized	ADJ
pilgrimage	NN1	pilgrimage	SUBST
.	PUN	.	PUN

# sentence 427, Texts/A/A0/A03.xml
In	PRP	in	PREP
December	NP0	december	SUBST
1983	CRD	1983	ADJ
he	PNP	he	PRON
was	VBD	be	VERB
sentenced	VVN	sentence	VERB
to	PRP	to	PREP
10	CRD	10	ADJ
years	NN2	year	SUBST
'	POS	'	UNC
imprisonment	NN1	imprisonment	SUBST
for	PRP	for	PREP
‘	PUQ	‘	PUQ
opposing	VVG	oppose	VERB
the	AT0	the	ART
revolution	NN1	revolution	SUBST
’	PUQ	’	PUQ
.	PUN	.	PUN

# sentence 428, Texts/A/A0/A03.xml
He	PNP	he	PRON
remains	VVZ	remain	VERB
detained	VVN	detain	VERB
at	PRP	at	PREP
Camp	NP0-NN1	camp	SUBST
‘	PUQ	‘	PUQ
Three	CRD	three	ADJ
Stars	NN2	star	SUBST
’	PUQ	’	PUQ
in	PRP	in	PREP
Ha	ITJ	ha	INTERJ
Nam	NP0	nam	SUBST
Ninh	NP0-NN1	ninh	SUBST
province	NN1	province	SUBST
.	PUN	.	PUN

# sentence 429, Texts/A/A0/A03.xml
Aung	AJ0	aung	ADJ
Din	NN1-VVB	din	SUBST
,	PUN	,	PUN
a	AT0	a	ART
26-year-old	AJ0	26-year-old	ADJ
student	NN1	student	SUBST
leader	NN1	leader	SUBST
,	PUN	,	PUN
was	VBD	be	VERB
arrested	VVN	arrest	VERB
by	PRP	by	PREP
the	AT0	the	ART
martial	AJ0	martial	ADJ
law	NN1	law	SUBST
authorities	NN2	authority	SUBST
in	PRP	in	PREP
Myanmar	NP0	myanmar	SUBST
on	PRP	on	PREP
24	CRD	24	ADJ
April	NP0	april	SUBST
1989	CRD	1989	ADJ
.	PUN	.	PUN

# sentence 430, Texts/A/A0/A03.xml
AI	NN1	ai	SUBST
has	VHZ	have	VERB
received	VVN	receive	VERB
reports	NN2-VVZ	report	SUBST
that	CJT	that	CONJ
he	PNP	he	PRON
was	VBD	be	VERB
sentenced	VVN	sentence	VERB
to	PRP	to	PREP
four	CRD	four	ADJ
years	NN2	year	SUBST
'	POS	'	UNC
imprisonment	NN1	imprisonment	SUBST
after	PRP	after	PREP
an	AT0	an	ART
unfair	AJ0	unfair	ADJ
trial	NN1	trial	SUBST
by	PRP	by	PREP
a	AT0	a	ART
military	AJ0	military	ADJ
tribunal	NN1	tribunal	SUBST
.	PUN	.	PUN

# sentence 431, Texts/A/A0/A03.xml
Naya	NN1-NP0	naya	SUBST
Min	NN0	min	SUBST
,	PUN	,	PUN
a	AT0	a	ART
lawyer	NN1	lawyer	SUBST
in	PRP	in	PREP
his	DPS	he	PRON
40s	CRD	40s	ADJ
,	PUN	,	PUN
was	VBD	be	VERB
also	AV0	also	ADV
arrested	VVN	arrest	VERB
under	PRP	under	PREP
martial	AJ0	martial	ADJ
law	NN1	law	SUBST
in	PRP	in	PREP
Myanmar	NP0	myanmar	SUBST
.	PUN	.	PUN

# sentence 432, Texts/A/A0/A03.xml
He	PNP	he	PRON
continues	VVZ	continue	VERB
to	TO0	to	PREP
serve	VVI	serve	VERB
a	AT0	a	ART
14-year	AJ0	14-year	ADJ
sentence	NN1	sentence	SUBST
because	CJS	because	CONJ
of	PRF	of	PREP
reports	NN2	report	SUBST
he	PNP	he	PRON
sent	VVD	send	VERB
to	PRP	to	PREP
the	AT0	the	ART
British	AJ0	british	ADJ
Broadcasting	NN1	broadcasting	SUBST
Corporation	NN1	corporation	SUBST
and	CJC	and	CONJ
for	PRP	for	PREP
‘	PUQ	‘	PUQ
possession	NN1	possession	SUBST
of	PRF	of	PREP
anti-government	AJ0	anti-government	ADJ
literature	NN1	literature	SUBST
’	PUQ	’	PUQ
.	PUN	.	PUN

# sentence 433, Texts/A/A0/A03.xml
The	AT0	the	ART
four	CRD	four	ADJ
prisoners	NN2	prisoner	SUBST
from	PRP	from	PREP
China	NP0	china	SUBST
featured	VVD	feature	VERB
in	PRP	in	PREP
the	AT0	the	ART
Letter	NN1	letter	SUBST
Writing	NN1-VVG	writing	SUBST
Campaign	NN1-VVB	campaign	SUBST
in	PRP	in	PREP
1989	CRD	1989	ADJ
and	CJC	and	CONJ
1990	CRD	1990	ADJ
are	VBB	be	VERB
still	AV0	still	ADV
in	PRP	in	PREP
prison	NN1	prison	SUBST
.	PUN	.	PUN

# sentence 434, Texts/A/A0/A03.xml
Zhang	VVB	zhang	VERB
Jingsheng	NP0-NN1	jingsheng	SUBST
was	VBD	be	VERB
sentenced	VVN	sentence	VERB
to	PRP	to	PREP
13	CRD	13	ADJ
years	NN2	year	SUBST
'	POS	'	UNC
imprisonment	NN1	imprisonment	SUBST
in	PRP	in	PREP
December	NP0	december	SUBST
1989	CRD	1989	ADJ
for	PRP	for	PREP
‘	PUQ	‘	PUQ
counter-revolutionary	AJ0	counter-revolutionary	ADJ
’	PUQ	’	PUQ
crimes	NN2	crime	SUBST
during	PRP	during	PREP
the	AT0	the	ART
1989	CRD	1989	ADJ
pro-democracy	AJ0	pro-democracy	ADJ
demonstrations	NN2	demonstration	SUBST
.	PUN	.	PUN

# sentence 435, Texts/A/A0/A03.xml
Xiao	NN1-NP0	xiao	SUBST
Bin	NN1-VVB	bin	SUBST
,	PUN	,	PUN
a	AT0	a	ART
42-year-old	AJ0	42-year-old	ADJ
worker	NN1	worker	SUBST
from	PRP	from	PREP
Dalian	AJ0-NN1	dalian	ADJ
,	PUN	,	PUN
is	VBZ	be	VERB
serving	VVG	serve	VERB
a	AT0	a	ART
10-year	AJ0	10-year	ADJ
sentence	NN1	sentence	SUBST
for	PRP	for	PREP
‘	PUQ	‘	PUQ
counter-revolutionary	AJ0	counter-revolutionary	ADJ
incitement	NN1	incitement	SUBST
’	PUQ	’	PUQ
during	PRP	during	PREP
the	AT0	the	ART
pro-democracy	AJ0	pro-democracy	ADJ
demonstrations	NN2	demonstration	SUBST
.	PUN	.	PUN

# sentence 436, Texts/A/A0/A03.xml
Song	NN1	song	SUBST
Yude	NP0	yude	SUBST
,	PUN	,	PUN
a	AT0	a	ART
34-year-old	AJ0	34-year-old	ADJ
Protestant	AJ0-NN1	protestant	ADJ
evangelist	NN1	evangelist	SUBST
,	PUN	,	PUN
was	VBD	be	VERB
sentenced	VVN	sentence	VERB
to	PRP	to	PREP
eight	CRD	eight	ADJ
years	NN2	year	SUBST
'	POS	'	UNC
imprisonment	NN1	imprisonment	SUBST
in	PRP	in	PREP
1986	CRD	1986	ADJ
for	PRP	for	PREP
carrying	VVG	carry	VERB
out	AVP	out	ADV
unofficial	AJ0	unofficial	ADJ
religious	AJ0	religious	ADJ
activities	NN2	activity	SUBST
.	PUN	.	PUN

# sentence 437, Texts/A/A0/A03.xml
In	PRP	in	PREP
Tibet	NP0	tibet	SUBST
Ngawang	NP0	ngawang	SUBST
Buchung	NP0	buchung	SUBST
,	PUN	,	PUN
a	AT0	a	ART
monk	NN1	monk	SUBST
from	PRP	from	PREP
the	AT0	the	ART
Drepung	AJ0	drepung	ADJ
Monastery	NN1	monastery	SUBST
in	PRP	in	PREP
Lhasa	NP0	lhasa	SUBST
,	PUN	,	PUN
is	VBZ	be	VERB
still	AV0	still	ADV
serving	VVG	serve	VERB
a	AT0	a	ART
19-year	AJ0	19-year	ADJ
sentence	NN1	sentence	SUBST
imposed	VVN-VVD	impose	VERB
at	PRP	at	PREP
a	AT0	a	ART
mass	AJ0	mass	ADJ
sentencing	AJ0-NN1	sentencing	ADJ
rally	NN1-VVB	rally	SUBST
in	PRP	in	PREP
November	NP0	november	SUBST
1989	CRD	1989	ADJ
.	PUN	.	PUN

# sentence 438, Texts/A/A0/A03.xml
Ngawang	VVB	ngawang	VERB
Buchung	NP0	buchung	SUBST
was	VBD	be	VERB
sentenced	VVN	sentence	VERB
to	TO0	to	PREP
long	AJ0	long	ADJ
terms	NN2	term	SUBST
of	PRF	of	PREP
imprisonment	NN1	imprisonment	SUBST
for	PRP	for	PREP
activities	NN2	activity	SUBST
in	PRP	in	PREP
support	NN1	support	SUBST
of	PRF	of	PREP
Tibetan	AJ0	tibetan	ADJ
independence	NN1	independence	SUBST
,	PUN	,	PUN
which	DTQ	which	PRON
included	VVD	include	VERB
circulating	VVG-AJ0	circulate	VERB
Tibetan	AJ0	tibetan	ADJ
translations	NN2	translation	SUBST
of	PRF	of	PREP
the	AT0	the	ART
Universal	AJ0	universal	ADJ
Declaration	NN1	declaration	SUBST
of	PRF	of	PREP
Human	AJ0	human	ADJ
Rights	NN2	right	SUBST
.	PUN	.	PUN

# sentence 439, Texts/A/A0/A03.xml
In	PRP	in	PREP
the	AT0	the	ART
Philippines	NP0	philippines	SUBST
,	PUN	,	PUN
there	EX0	there	PRON
have	VHB	have	VERB
been	VBN	be	VERB
some	DT0	some	ADJ
encouraging	AJ0	encouraging	ADJ
developments	NN2	development	SUBST
in	PRP	in	PREP
the	AT0	the	ART
case	NN1	case	SUBST
of	PRF	of	PREP
Zosimo	NP0-NN1	zosimo	SUBST
Alpino	NP0-NN1	alpino	SUBST
.	PUN	.	PUN

# sentence 440, Texts/A/A0/A03.xml
He	PNP	he	PRON
was	VBD	be	VERB
one	CRD	one	ADJ
of	PRF	of	PREP
25	CRD	25	ADJ
farmers	NN2	farmer	SUBST
arrested	VVN	arrest	VERB
in	PRP	in	PREP
November	NP0	november	SUBST
1987	CRD	1987	ADJ
and	CJC	and	CONJ
accused	VVD-VVN	accuse	VERB
of	PRF	of	PREP
membership	NN1	membership	SUBST
of	PRF	of	PREP
the	AT0	the	ART
New	AJ0	new	ADJ
People	NN0	people	SUBST
's	POS	's	UNC
Army	NN1	army	SUBST
(	PUL	(	PUL
NPA	NP0	npa	SUBST
)	PUR	)	PUR
,	PUN	,	PUN
the	AT0	the	ART
armed	AJ0	armed	ADJ
wing	NN1	wing	SUBST
of	PRF	of	PREP
the	AT0	the	ART
outlawed	AJ0	outlawed	ADJ
Communist	AJ0	communist	ADJ
Party	NN1	party	SUBST
.	PUN	.	PUN

# sentence 441, Texts/A/A0/A03.xml
Zosimo	NP0-NN1	zosimo	SUBST
Alpino	NP0-NN1	alpino	SUBST
was	VBD	be	VERB
released	VVN	release	VERB
on	PRP	on	PREP
bail	NN1	bail	SUBST
on	PRP	on	PREP
13	CRD	13	ADJ
December	NP0	december	SUBST
1990	CRD	1990	ADJ
.	PUN	.	PUN

# sentence 442, Texts/A/A0/A03.xml
The	AT0	the	ART
previous	AJ0	previous	ADJ
May	NP0	may	SUBST
,	PUN	,	PUN
13	CRD	13	ADJ
of	PRF	of	PREP
his	DPS	he	PRON
co-defendants	NN2	co-defendant	SUBST
were	VBD	be	VERB
acquitted	VVN	acquit	VERB
and	CJC	and	CONJ
released	VVN	release	VERB
unconditionally	AV0	unconditionally	ADV
on	PRP	on	PREP
the	AT0	the	ART
grounds	NN2	ground	SUBST
that	CJT	that	CONJ
there	EX0	there	PRON
was	VBD	be	VERB
insufficient	AJ0	insufficient	ADJ
evidence	NN1	evidence	SUBST
for	PRP	for	PREP
prosecution	NN1	prosecution	SUBST
.	PUN	.	PUN

# sentence 443, Texts/A/A0/A03.xml
Middle	AJ0	middle	ADJ
East	NN1	east	SUBST

# sentence 444, Texts/A/A0/A03.xml
Abdul-'Aziz	AJ0-NN1	abdul-'aziz	ADJ
al-Faris	NP0	al-faris	SUBST
,	PUN	,	PUN
‘	PUQ	‘	PUQ
Ali	NP0	ali	SUBST
Al-Lail	NP0	al-lail	SUBST
,	PUN	,	PUN
Salah	NP0	salah	SUBST
Nisfan	NP0	nisfan	SUBST
,	PUN	,	PUN
Hussein	NP0	hussein	SUBST
Subait	NP0-NN1	subait	SUBST
and	CJC	and	CONJ
Hatim	NP0	hatim	SUBST
al-Saddiq	NN1	al-saddiq	SUBST
are	VBB	be	VERB
Shi'a	NP0-NN1	shi'a	SUBST
Muslims	NN2	muslim	SUBST
in	PRP	in	PREP
Saudi	NP0	saudi	SUBST
Arabia	NP0	arabia	SUBST
.	PUN	.	PUN

# sentence 445, Texts/A/A0/A03.xml
AI	NN1	ai	SUBST
believes	VVZ	believe	VERB
they	PNP	they	PRON
are	VBB	be	VERB
held	VVN	hold	VERB
because	CJS	because	CONJ
they	PNP	they	PRON
opposed	VVD	oppose	VERB
the	AT0	the	ART
government	NN1	government	SUBST
's	POS	's	UNC
policy	NN1	policy	SUBST
towards	PRP	towards	PREP
the	AT0	the	ART
Shi'a	NP0-NN1	shi'a	SUBST
community	NN1	community	SUBST
.	PUN	.	PUN

# sentence 446, Texts/A/A0/A03.xml
Three	CRD	three	ADJ
Moroccan	AJ0	moroccan	ADJ
prisoners	NN2	prisoner	SUBST
of	PRF	of	PREP
conscience	NN1	conscience	SUBST
remain	VVB	remain	VERB
in	PRP-AVP	in	PREP
prison	NN1	prison	SUBST
.	PUN	.	PUN

# sentence 447, Texts/A/A0/A03.xml
Ali	NP0	ali	SUBST
Idrissi	NP0	idrissi	SUBST
Kaitouni	NP0-NN1	kaitouni	SUBST
was	VBD	be	VERB
given	VVN	give	VERB
a	AT0	a	ART
15-year	AJ0	15-year	ADJ
sentence	NN1	sentence	SUBST
for	PRP	for	PREP
writing	VVG-NN1	write	VERB
poems	NN2	poem	SUBST
about	PRP	about	PREP
social	AJ0	social	ADJ
injustice	NN1	injustice	SUBST
and	CJC	and	CONJ
political	AJ0	political	ADJ
oppression	NN1	oppression	SUBST
in	PRP	in	PREP
Morocco	NP0	morocco	SUBST
,	PUN	,	PUN
deemed	VVN	deem	VERB
by	PRP	by	PREP
the	AT0	the	ART
state	NN1	state	SUBST
to	TO0	to	PREP
constitute	VVI	constitute	VERB
a	AT0	a	ART
crime	NN1	crime	SUBST
against	PRP	against	PREP
internal	AJ0	internal	ADJ
security	NN1	security	SUBST
.	PUN	.	PUN

# sentence 448, Texts/A/A0/A03.xml
Mohamed	NP0	mohamed	SUBST
Srifi	NP0	srifi	SUBST
,	PUN	,	PUN
a	AT0	a	ART
literature	NN1	literature	SUBST
student	NN1	student	SUBST
,	PUN	,	PUN
was	VBD	be	VERB
sentenced	VVN	sentence	VERB
in	PRP	in	PREP
1977	CRD	1977	ADJ
to	PRP	to	PREP
30	CRD	30	ADJ
years	NN2	year	SUBST
’	PUQ	’	PUQ
imprisonment	NN1	imprisonment	SUBST
for	PRP	for	PREP
advocating	VVG	advocate	VERB
that	CJT	that	CONJ
Morocco	NP0	morocco	SUBST
become	VVB	become	VERB
a	AT0	a	ART
socialist	AJ0	socialist	ADJ
republic	NN1	republic	SUBST
.	PUN	.	PUN

# sentence 449, Texts/A/A0/A03.xml
Assistant	AJ0	assistant	ADJ
teacher	NN1	teacher	SUBST
Habib	NP0	habib	SUBST
Ben	NP0	ben	SUBST
Malek	NP0	malek	SUBST
was	VBD	be	VERB
sentenced	VVN	sentence	VERB
in	PRP	in	PREP
the	AT0	the	ART
same	DT0	same	ADJ
trial	NN1	trial	SUBST
in	PRP	in	PREP
1977	CRD	1977	ADJ
to	PRP	to	PREP
20	CRD	20	ADJ
years	NN2	year	SUBST
'	POS	'	UNC
imprisonment	NN1	imprisonment	SUBST
.	PUN	.	PUN

# sentence 450, Texts/A/A0/A03.xml
They	PNP	they	PRON
are	VBB	be	VERB
all	DT0	all	ADJ
serving	VVG	serve	VERB
their	DPS	they	PRON
sentences	NN2	sentence	SUBST
in	PRP	in	PREP
Kenitra	NP0	kenitra	SUBST
Central	AJ0	central	ADJ
Prison	NN1	prison	SUBST
.	PUN	.	PUN

# sentence 451, Texts/A/A0/A03.xml
Among	PRP	among	PREP
the	AT0	the	ART
hundreds	CRD	hundreds	ADJ
of	PRF	of	PREP
those	DT0	those	ADJ
held	VVN	hold	VERB
without	PRP	without	PREP
charge	NN1	charge	SUBST
or	CJC	or	CONJ
trial	NN1	trial	SUBST
in	PRP	in	PREP
Syria	NP0	syria	SUBST
are	VBB	be	VERB
the	AT0	the	ART
following	AJ0	following	ADJ
who	PNQ	who	PRON
have	VHB	have	VERB
appeared	VVN	appear	VERB
in	PRP	in	PREP
the	AT0	the	ART
Letter	NN1	letter	SUBST
Writing	NN1-VVG	writing	SUBST
Campaign	NN1-VVB	campaign	SUBST
:	PUN	:	PUN
Hakem	NP0	hakem	SUBST
Sultan	NP0	sultan	SUBST
al-Faiz	NP0	al-faiz	SUBST
,	PUN	,	PUN
a	AT0	a	ART
61-year-old	AJ0	61-year-old	ADJ
Jordanian	AJ0	jordanian	ADJ
national	AJ0	national	ADJ
and	CJC	and	CONJ
former	DT0	former	ADJ
member	NN1	member	SUBST
of	PRF	of	PREP
the	AT0	the	ART
National	AJ0	national	ADJ
Command	NN1	command	SUBST
of	PRF	of	PREP
the	AT0	the	ART
Arab	AJ0	arab	ADJ
Socialist	AJ0	socialist	ADJ
Ba'th	NN1	ba'th	SUBST
Party	NN1	party	SUBST
,	PUN	,	PUN
who	PNQ	who	PRON
has	VHZ	have	VERB
been	VBN	be	VERB
held	VVN	hold	VERB
for	PRP	for	PREP
almost	AV0	almost	ADV
20	CRD	20	ADJ
years	NN2	year	SUBST
;	PUN	;	PUN
Ahmad	NP0	ahmad	SUBST
‘	PUQ	‘	PUQ
Abd	NP0	abd	SUBST
al-Rau'uf	NP0	al-rau'uf	SUBST
Roummou	NP0-NN1	roummou	SUBST
,	PUN	,	PUN
a	AT0	a	ART
55-year-old	AJ0	55-year-old	ADJ
teacher	NN1	teacher	SUBST
,	PUN	,	PUN
arrested	VVN	arrest	VERB
in	PRP	in	PREP
1975	CRD	1975	ADJ
;	PUN	;	PUN
Muhammad	NP0	muhammad	SUBST
Nabil	NP0	nabil	SUBST
Salem	NP0	salem	SUBST
,	PUN	,	PUN
an	AT0	an	ART
engineer	NN1	engineer	SUBST
,	PUN	,	PUN
arrested	VVN	arrest	VERB
in	PRP	in	PREP
the	AT0	the	ART
wake	NN1	wake	SUBST
of	PRF	of	PREP
a	AT0	a	ART
one-day	AJ0	one-day	ADJ
national	AJ0	national	ADJ
strike	NN1	strike	SUBST
in	PRP	in	PREP
1980	CRD	1980	ADJ
and	CJC	and	CONJ
Mahmud	NP0	mahmud	SUBST
Jalbut	NP0-NN1	jalbut	SUBST
,	PUN	,	PUN
a	AT0	a	ART
Palestinian	NN1	palestinian	SUBST
arrested	VVN	arrest	VERB
in	PRP	in	PREP
1980	CRD	1980	ADJ
.	PUN	.	PUN

# sentence 452, Texts/A/A0/A03.xml
AI	NN1	ai	SUBST
has	VHZ	have	VERB
received	VVN	receive	VERB
no	AT0	no	ART
new	AJ0	new	ADJ
information	NN1	information	SUBST
about	AV0	about	ADV
six	CRD	six	ADJ
members	NN2	member	SUBST
of	PRF	of	PREP
the	AT0	the	ART
Islamic	AJ0	islamic	ADJ
Liberation	NN1	liberation	SUBST
Party	NN1	party	SUBST
imprisoned	VVN	imprison	VERB
in	PRP	in	PREP
Libya	NP0	libya	SUBST
since	PRP	since	PREP
1973	CRD	1973	ADJ
for	PRP	for	PREP
belonging	VVG	belong	VERB
to	PRP	to	PREP
an	AT0	an	ART
illegal	AJ0	illegal	ADJ
organization	NN1	organization	SUBST
.	PUN	.	PUN

# sentence 453, Texts/A/A0/A03.xml
‘	PUQ	‘	PUQ
Ali	NP0	ali	SUBST
Muhammad	NP0	muhammad	SUBST
al-Akrami	NN1	al-akrami	SUBST
,	PUN	,	PUN
al-Ajili	AJ0-NN1	al-ajili	ADJ
Muhammad	NP0	muhammad	SUBST
‘	PUQ	‘	PUQ
Abdul	NP0	abdul	SUBST
Rahman	NP0	rahman	SUBST
al-Ashari	NN1	al-ashari	SUBST
,	PUN	,	PUN
‘	PUQ	‘	PUQ
Ali	NP0	ali	SUBST
Muhammad	NP0	muhammad	SUBST
al-Qajji	NN1	al-qajji	SUBST
,	PUN	,	PUN
Salih	NP0	salih	SUBST
Omar	NP0	omar	SUBST
al-Qasbi	NN1	al-qasbi	SUBST
,	PUN	,	PUN
Muhammad	NP0	muhammad	SUBST
al-Saadiq	AJ0-NN1	al-saadiq	ADJ
al-Tarhouni	NN1	al-tarhouni	SUBST
and	CJC	and	CONJ
‘	PUQ	‘	PUQ
Abdul	NP0	abdul	SUBST
Qadir	NP0	qadir	SUBST
Muhammad	NP0	muhammad	SUBST
al-Ya'qubi	NN1	al-ya'qubi	SUBST
are	VBB	be	VERB
believed	VVN	believe	VERB
to	TO0	to	PREP
be	VBI	be	VERB
in	PRP	in	PREP
Abu	NP0	abu	SUBST
Salim	NP0-NN1	salim	SUBST
Prison	NN1	prison	SUBST
in	PRP	in	PREP
Tripoli	NP0	tripoli	SUBST
,	PUN	,	PUN
although	CJS	although	CONJ
AI	NN1	ai	SUBST
received	VVD-VVN	receive	VERB
reports	NN2-VVZ	report	SUBST
that	CJT	that	CONJ
‘	PUQ	‘	PUQ
Abdul	NP0	abdul	SUBST
Qadir	NP0	qadir	SUBST
Muhammad	NP0	muhammad	SUBST
al-Ya'qubi	NN1	al-ya'qubi	SUBST
had	VHD	have	VERB
died	VVN	die	VERB
at	PRP	at	PREP
the	AT0	the	ART
end	NN1	end	SUBST
of	PRF	of	PREP
1988	CRD	1988	ADJ
.	PUN	.	PUN

# sentence 454, Texts/A/A0/A03.xml
In	PRP	in	PREP
Iran	NP0	iran	SUBST
Marian	NP0	marian	SUBST
Firouz	NP0	firouz	SUBST
,	PUN	,	PUN
a	AT0	a	ART
writer	NN1	writer	SUBST
and	CJC	and	CONJ
translator	NN1	translator	SUBST
in	PRP	in	PREP
her	DPS	she	PRON
mid-70s	CRD	mid-70s	ADJ
,	PUN	,	PUN
has	VHZ	have	VERB
remained	VVN	remain	VERB
imprisoned	VVN-AJ0	imprison	VERB
since	PRP	since	PREP
1983	CRD	1983	ADJ
for	PRP	for	PREP
her	DPS	she	PRON
non-violent	AJ0	non-violent	ADJ
political	AJ0	political	ADJ
activities	NN2	activity	SUBST
.	PUN	.	PUN

# sentence 455, Texts/A/A0/A03.xml
Ali	NP0	ali	SUBST
Ardalan	NP0	ardalan	SUBST
,	PUN	,	PUN
a	AT0	a	ART
retired	AJ0	retired	ADJ
civil	AJ0	civil	ADJ
servant	NN1	servant	SUBST
in	PRP	in	PREP
his	DPS	he	PRON
mid	AJ0	mid	ADJ
70s	CRD	70s	ADJ
arrested	VVN	arrest	VERB
in	PRP	in	PREP
June	NP0	june	SUBST
1990	CRD	1990	ADJ
,	PUN	,	PUN
remains	VVZ	remain	VERB
in	PRP	in	PREP
prison	NN1	prison	SUBST
and	CJC	and	CONJ
there	EX0	there	PRON
is	VBZ	be	VERB
growing	AJ0-VVG	growing	ADJ
concern	NN1	concern	SUBST
over	PRP-AVP	over	PREP
his	DPS	he	PRON
ill-health	NN1	ill-health	SUBST
.	PUN	.	PUN

# sentence 456, Texts/A/A0/A03.xml
His	DPS	he	PRON
‘	PUQ	‘	PUQ
crime	NN1	crime	SUBST
’	PUQ	’	PUQ
was	VBD	be	VERB
to	TO0	to	PREP
sign	VVI	sign	VERB
an	AT0	an	ART
open	AJ0	open	ADJ
letter	NN1	letter	SUBST
to	PRP	to	PREP
President	NP0	president	SUBST
Rafsanjani	NP0	rafsanjani	SUBST
criticizing	VVG-AJ0	criticize	VERB
government	NN1	government	SUBST
failures	NN2	failure	SUBST
to	TO0	to	PREP
uphold	VVI	uphold	VERB
rights	NN2	right	SUBST
and	CJC	and	CONJ
freedoms	NN2	freedom	SUBST
guaranteed	VVN	guarantee	VERB
by	PRP	by	PREP
the	AT0	the	ART
constitution	NN1	constitution	SUBST
of	PRF	of	PREP
the	AT0	the	ART
Islamic	AJ0	islamic	ADJ
Republic	NN1	republic	SUBST
of	PRF	of	PREP
Iran	NP0	iran	SUBST
.	PUN	.	PUN

# sentence 457, Texts/A/A0/A03.xml
Zikri	NP0	zikri	SUBST
Nafkhosh	NP0	nafkhosh	SUBST
Mustafa	NP0	mustafa	SUBST
,	PUN	,	PUN
Nabi	NP0	nabi	SUBST
Muhammad	NP0	muhammad	SUBST
Shukr	NP0	shukr	SUBST
,	PUN	,	PUN
Jabbar	NP0	jabbar	SUBST
Rashid	NP0	rashid	SUBST
Shifki	NP0-NN1	shifki	SUBST
and	CJC	and	CONJ
Ja'far	NP0	ja'far	SUBST
Tamar	NP0	tamar	SUBST
Mahmud	NP0	mahmud	SUBST
are	VBB	be	VERB
four	CRD	four	ADJ
of	PRF	of	PREP
315	CRD	315	ADJ
Kurdish	AJ0	kurdish	ADJ
children	NN2	child	SUBST
and	CJC	and	CONJ
youths	NN2	youth	SUBST
who	PNQ	who	PRON
‘	PUQ	‘	PUQ
disappeared	VVD	disappear	VERB
’	PUQ	’	PUQ
after	PRP	after	PREP
being	VBG	be	VERB
arrested	VVN	arrest	VERB
in	PRP	in	PREP
Iraq	NP0	iraq	SUBST
in	PRP	in	PREP
August	NP0	august	SUBST
1983	CRD	1983	ADJ
.	PUN	.	PUN

# sentence 458, Texts/A/A0/A03.xml
Appeals	NN2	appeal	SUBST
on	PRP	on	PREP
their	DPS	they	PRON
behalf	NN1	behalf	SUBST
have	VHB	have	VERB
